1387056.765623,1.000000,64
1387213.700489,2.000000,2
1387213.716318,2.000000,2
1387223.889266,2.500000,2
1387223.947448,2.500000,2
1387595.309896,2.000000,2
1387595.360112,2.000000,2
1387606.851984,2.500000,2
1387606.916350,2.500000,2
1387607.014974,3.000000,2
1387607.040071,3.000000,2
1387858.467333,2.000000,2
1387858.535701,2.000000,2
1387870.200461,2.500000,2
1387870.251907,2.500000,2
1387881.512524,3.000000,2
1387881.561777,3.000000,2
1387893.083590,3.333333,2
1387893.138148,3.333333,2
1387904.503912,3.666667,2
1387904.555556,4.000000,2
1388264.643821,2.000000,2
1388264.715115,2.000000,2
1388384.376738,2.000000,2
1388384.436347,2.000000,2
1388395.659746,2.500000,2
1388395.707068,2.500000,2
1388407.350224,3.000000,2
1389007.181751,2.000000,2
1389007.244758,2.000000,2
1389018.781977,2.500000,2
1389018.873597,2.500000,2
1389030.024047,3.000000,2
1389150.271819,2.000000,2
1389150.328161,2.000000,2
1389630.271666,2.000000,2
1389630.343816,2.000000,2
1389641.631136,2.500000,2
1389881.598259,2.000000,2
1389881.659984,2.000000,2
1390001.887142,2.000000,2
1390001.954949,2.000000,2
1390013.145409,2.500000,2
1390133.317480,2.000000,2
1390133.395201,2.000000,2
1390144.578880,2.500000,2
1390144.644057,2.500000,2
1390156.335041,3.000000,2
1390275.682104,2.000000,2
1390275.742323,2.000000,2
1390286.930847,2.500000,2
1390286.975483,2.500000,2
1390395.966159,2.000000,2
1390396.035626,2.000000,2
1390407.384232,2.500000,2
1390887.633453,2.000000,2
1390887.726911,2.000000,2
1391367.543847,2.000000,2
1391367.606541,2.000000,2
1391738.772169,2.000000,2
1391738.836616,2.000000,2
1392459.222030,2.000000,2
1392459.272058,2.000000,2
1392698.971172,2.000000,2
1392699.027184,2.000000,2
1393550.827725,2.000000,2
1393550.884139,2.000000,2
1393562.483597,2.500000,2
1394042.649435,2.000000,2
1394042.701844,2.000000,2
1394054.090102,2.500000,2
1394054.141317,2.500000,2
1394065.437881,3.000000,2
1394882.083588,2.000000,2
1394882.132342,2.000000,2
1394893.917789,2.500000,2
1394893.962859,2.500000,2
1394904.868172,3.000000,2
1395002.434918,2.000000,2
1395002.483847,2.000000,2
1395122.617391,2.000000,2
1395122.669863,2.000000,2
1395134.130830,2.500000,2
1395134.200783,2.500000,2
1395505.875569,2.000000,2
1395505.929745,2.000000,2
1395516.605266,2.500000,2
1395516.659450,2.500000,2
1396608.217187,2.000000,2
1396608.273377,2.000000,2
1396619.486659,2.500000,2
1396739.809852,2.000000,2
1396739.860467,2.000000,2
1396979.660737,2.000000,2
1396979.723758,2.000000,2
1397111.359475,2.000000,2
1397111.418276,2.000000,2
1397122.781669,2.500000,2
1397363.331069,2.000000,2
1397363.381681,2.000000,2
1397374.813733,2.500000,2
1397374.869650,2.500000,2
1397386.052380,3.000000,2
1397506.397310,2.000000,2
1397506.447732,2.000000,2
1397746.744388,2.000000,2
1397746.808586,2.000000,2
1397758.054712,2.500000,2
1397878.567144,2.000000,2
1397878.623276,2.000000,2
1398118.575654,2.000000,2
1398118.642936,2.000000,2
1398130.087810,2.500000,2
1398610.583535,2.000000,2
1398610.640115,2.000000,2
1398730.573338,2.000000,2
1398730.629473,2.000000,2
1398850.508799,2.000000,2
1398850.559939,2.000000,2
1398861.789608,2.500000,2
1399102.512193,2.000000,2
1399102.562730,2.000000,2
1399462.432093,2.000000,2
1399462.491870,2.000000,2
1400434.122601,2.000000,2
1400434.181141,2.000000,2
1400566.114799,2.000000,2
1400566.170711,2.000000,2
1400577.714399,2.500000,2
1400818.018772,2.000000,2
1400818.067505,2.000000,2
1400829.261017,2.500000,2
1400829.279562,2.500000,2
1400937.714527,2.000000,2
1400937.765348,2.000000,2
1401177.915991,2.000000,2
