1620512570.153966,2.000000,64
1620512570.159484,3.000000,64
1620512570.159638,4.000000,64
1620512570.165652,5.000000,64
1620512570.165828,6.000000,64
1620512570.166674,7.000000,64
1620512570.166825,8.000000,64
1620512570.170338,9.000000,64
1620512570.171189,10.000000,64
1620512570.171419,11.000000,64
1620512570.171887,12.000000,64
1620512570.172265,13.000000,64
1620512570.172407,14.000000,64
1620512570.173254,15.000000,64
1620512570.175282,16.000000,64
1620512570.177085,17.000000,64
1620512570.177649,18.000000,64
1620512570.178226,19.000000,64
1620512570.178587,20.000000,64
1620512570.178899,21.000000,64
1620512570.179216,22.000000,64
1620512570.180497,23.000000,64
1620512570.181488,24.000000,64
1620512570.182028,25.000000,64
1620512570.182648,26.000000,64
1620512570.183260,27.000000,64
1620512570.184269,28.000000,64
1620512570.184798,29.000000,64
1620512570.185386,30.000000,64
1620512570.186293,31.000000,64
1620512570.186641,32.000000,64
1620512570.187638,33.000000,64
1620512570.188131,34.000000,64
1620512570.188664,35.000000,64
1620512570.189206,36.000000,64
1620512570.189743,37.000000,64
1620512570.190275,38.000000,64
1620512570.191065,39.000000,64
1620512570.191583,40.000000,64
1620512570.192077,41.000000,64
1620512570.192618,42.000000,64
1620512570.193234,43.000000,64
1620512570.193875,44.000000,64
1620512570.194761,45.000000,64
1620512570.195538,46.000000,64
1620512570.196262,47.000000,64
1620512570.196937,48.000000,64
1620512570.197521,49.000000,64
1620512570.198453,50.000000,64
1620512570.198995,51.000000,64
1620512570.199576,52.000000,64
1620512570.200138,53.000000,64
1620512570.200895,54.000000,64
1620512570.201860,55.000000,64
1620512570.202438,56.000000,64
1620512570.203030,57.000000,64
1620512570.203692,58.000000,64
1620512570.204341,59.000000,64
1620512570.204903,60.000000,64
1620512570.205703,61.000000,64
1620512570.206524,62.000000,64
1620512570.207125,63.000000,64
1620512570.207921,64.000000,64
1620512570.208229,64.015625,64
1620512570.208789,64.031250,64
1620512570.209351,64.046875,64
1620512570.209873,64.062500,64
1620512570.210422,64.078125,64
1620512570.210905,64.093750,64
1620512570.211485,64.109375,64
1620512570.212025,64.125000,64
1620512570.212866,64.140625,64
1620512570.213657,64.156250,64
1620512570.214213,64.171875,64
1620512570.214864,64.187500,64
1620512570.215423,64.203125,64
1620512570.216036,64.218750,64
1620512570.216456,64.234375,64
1620512570.216709,64.250000,64
1620512570.217508,64.265625,64
